flow_id,src_local_id,src_name,src_anchor_sat,src_latitude,src_longitude,dst_local_id,dst_name,dst_anchor_sat,dst_latitude,dst_longitude,distance_km,size_byte,start_time_ns
4060,34,SatAnchor-0034-base,34,-43.775577,-74.230311,14,SatAnchor-0014-base,14,50.456626,2.00659,12798.093,10000000,0
4061,34,SatAnchor-0034-base,34,-43.775577,-74.230311,15,SatAnchor-0015-base,15,50.456619,50.058487,15836.204,10000000,0
4062,34,SatAnchor-0034-base,34,-43.775577,-74.230311,16,SatAnchor-0016-base,16,34.327783,85.039496,17948.097,10000000,0
4063,34,SatAnchor-0034-base,34,-43.775577,-74.230311,17,SatAnchor-0017-base,17,11.852076,106.927144,16463.619,10000000,0
4064,34,SatAnchor-0034-base,34,-43.775577,-74.230311,18,SatAnchor-0018-base,18,-12.003416,125.258662,13505.872,10000000,0
4065,34,SatAnchor-0034-base,34,-43.775577,-74.230311,19,SatAnchor-0019-base,19,-34.423908,147.149759,10363.269,10000000,0
4066,34,SatAnchor-0034-base,34,-43.775577,-74.230311,20,SatAnchor-0020-base,20,-50.473315,-177.917016,7211.631,10000000,0
4067,34,SatAnchor-0034-base,34,-43.775577,-74.230311,21,SatAnchor-0021-base,21,-50.473322,-130.017978,4183.790,10000000,0
4068,34,SatAnchor-0034-base,34,-43.775577,-74.230311,22,SatAnchor-0022-base,22,-34.423925,-95.084737,2069.788,10000000,0
4069,34,SatAnchor-0034-base,34,-43.775577,-74.230311,23,SatAnchor-0023-base,23,-12.003409,-73.193605,3534.302,10000000,0
4070,34,SatAnchor-0034-base,34,-43.775577,-74.230311,24,SatAnchor-0024-base,24,-0.079355,-28.027316,6666.574,10000000,0
4071,34,SatAnchor-0034-base,34,-43.775577,-74.230311,25,SatAnchor-0025-base,25,23.46706,-8.858404,10004.307,10000000,0
4072,34,SatAnchor-0034-base,34,-43.775577,-74.230311,26,SatAnchor-0026-base,26,43.720669,18.180712,13344.201,10000000,0
4073,34,SatAnchor-0034-base,34,-43.775577,-74.230311,27,SatAnchor-0027-base,27,52.980825,62.03255,16685.170,10000000,0
4074,34,SatAnchor-0034-base,34,-43.775577,-74.230311,28,SatAnchor-0028-base,28,43.720656,105.884366,20004.035,10000000,0
4075,34,SatAnchor-0034-base,34,-43.775577,-74.230311,29,SatAnchor-0029-base,29,23.467053,132.923459,16664.142,10000000,0
4076,34,SatAnchor-0034-base,34,-43.775577,-74.230311,30,SatAnchor-0030-base,30,-0.079359,152.092371,13326.409,10000000,0
4077,34,SatAnchor-0034-base,34,-43.775577,-74.230311,31,SatAnchor-0031-base,31,-23.596866,171.264876,9991.641,10000000,0
4078,34,SatAnchor-0034-base,34,-43.775577,-74.230311,32,SatAnchor-0032-base,32,-43.775567,-161.70466,6659.838,10000000,0
4079,34,SatAnchor-0034-base,34,-43.775577,-74.230311,33,SatAnchor-0033-base,33,-52.980825,-117.967489,3329.919,10000000,0
4080,34,SatAnchor-0034-base,34,-43.775577,-74.230311,35,SatAnchor-0035-base,35,-23.596885,-47.199848,3331.802,10000000,0
4081,34,SatAnchor-0034-base,34,-43.775577,-74.230311,36,SatAnchor-0036-base,36,11.852077,17.137904,11024.634,10000000,0
4082,34,SatAnchor-0034-base,34,-43.775577,-74.230311,37,SatAnchor-0037-base,37,34.327797,39.025566,14313.566,10000000,0
4083,34,SatAnchor-0034-base,34,-43.775577,-74.230311,38,SatAnchor-0038-base,38,50.456626,74.006595,17521.212,10000000,0
4084,34,SatAnchor-0034-base,34,-43.775577,-74.230311,39,SatAnchor-0039-base,39,50.456619,122.058486,18580.544,10000000,0
4085,34,SatAnchor-0034-base,34,-43.775577,-74.230311,40,SatAnchor-0040-base,40,34.327783,157.039504,15539.330,10000000,0
4086,34,SatAnchor-0034-base,34,-43.775577,-74.230311,41,SatAnchor-0041-base,41,11.852076,178.927146,12264.171,10000000,0
4087,34,SatAnchor-0034-base,34,-43.775577,-74.230311,42,SatAnchor-0042-base,42,-12.003416,-162.741346,8969.369,10000000,0
4088,34,SatAnchor-0034-base,34,-43.775577,-74.230311,43,SatAnchor-0043-base,43,-34.423908,-140.850235,5686.207,10000000,0
4089,34,SatAnchor-0034-base,34,-43.775577,-74.230311,44,SatAnchor-0044-base,44,-50.473315,-105.917007,2488.649,10000000,0
4090,34,SatAnchor-0034-base,34,-43.775577,-74.230311,45,SatAnchor-0045-base,45,-50.473322,-58.01797,1430.423,10000000,0
4091,34,SatAnchor-0034-base,34,-43.775577,-74.230311,46,SatAnchor-0046-base,46,-34.423925,-23.084735,4460.582,10000000,0
4092,34,SatAnchor-0034-base,34,-43.775577,-74.230311,47,SatAnchor-0047-base,47,-12.003409,-1.193603,7729.860,10000000,0
4093,34,SatAnchor-0034-base,34,-43.775577,-74.230311,48,SatAnchor-0048-base,48,-0.079355,43.972686,12219.665,10000000,0
4094,34,SatAnchor-0034-base,34,-43.775577,-74.230311,49,SatAnchor-0049-base,49,23.46706,63.141595,15535.482,10000000,0
4095,34,SatAnchor-0034-base,34,-43.775577,-74.230311,50,SatAnchor-0050-base,50,43.720669,90.180716,18764.730,10000000,0
4096,34,SatAnchor-0034-base,34,-43.775577,-74.230311,51,SatAnchor-0051-base,51,52.980825,134.032545,17710.654,10000000,0
4097,34,SatAnchor-0034-base,34,-43.775577,-74.230311,52,SatAnchor-0052-base,52,43.720656,177.884368,14419.116,10000000,0
4098,34,SatAnchor-0034-base,34,-43.775577,-74.230311,53,SatAnchor-0053-base,53,23.467053,-155.076535,11096.783,10000000,0
4099,34,SatAnchor-0034-base,34,-43.775577,-74.230311,54,SatAnchor-0054-base,54,-0.079359,-135.907637,7773.423,10000000,0
4100,34,SatAnchor-0034-base,34,-43.775577,-74.230311,55,SatAnchor-0055-base,55,-23.596866,-116.735118,4460.658,10000000,0
4101,34,SatAnchor-0034-base,34,-43.775577,-74.230311,56,SatAnchor-0056-base,56,-43.775567,-89.704658,1240.605,10000000,0
4102,34,SatAnchor-0034-base,34,-43.775577,-74.230311,57,SatAnchor-0057-base,57,-52.980825,-45.967491,2304.430,10000000,0
4103,34,SatAnchor-0034-base,34,-43.775577,-74.230311,58,SatAnchor-0058-base,58,-43.775577,-2.230311,5584.996,10000000,0
4104,34,SatAnchor-0034-base,34,-43.775577,-74.230311,59,SatAnchor-0059-base,59,-23.596885,24.800156,8899.243,10000000,0
4105,34,SatAnchor-0034-base,34,-43.775577,-74.230311,60,SatAnchor-0060-base,60,11.852077,89.137903,16123.696,10000000,0
4106,34,SatAnchor-0034-base,34,-43.775577,-74.230311,61,SatAnchor-0061-base,61,34.327797,111.025572,18871.330,10000000,0
4107,34,SatAnchor-0034-base,34,-43.775577,-74.230311,62,SatAnchor-0062-base,62,50.456626,146.006591,16921.858,10000000,0
4108,34,SatAnchor-0034-base,34,-43.775577,-74.230311,63,SatAnchor-0063-base,63,50.456619,-165.941509,13696.689,10000000,0
4109,34,SatAnchor-0034-base,34,-43.775577,-74.230311,64,SatAnchor-0064-base,64,34.327783,-130.960504,10409.371,10000000,0
4110,34,SatAnchor-0034-base,34,-43.775577,-74.230311,65,SatAnchor-0065-base,65,11.852076,-109.072848,7119.941,10000000,0
4111,34,SatAnchor-0034-base,34,-43.775577,-74.230311,66,SatAnchor-0066-base,66,-12.003416,-90.741338,3870.962,10000000,0
4112,34,SatAnchor-0034-base,34,-43.775577,-74.230311,67,SatAnchor-0067-base,67,-34.423908,-68.85024,1138.135,10000000,0
4113,34,SatAnchor-0034-base,34,-43.775577,-74.230311,68,SatAnchor-0068-base,68,-50.473315,-33.917005,3098.572,10000000,0
4114,34,SatAnchor-0034-base,34,-43.775577,-74.230311,69,SatAnchor-0069-base,69,-50.473322,13.982031,6312.790,10000000,0
4115,34,SatAnchor-0034-base,34,-43.775577,-74.230311,70,SatAnchor-0070-base,70,-34.423925,48.915267,9590.304,10000000,0
4116,34,SatAnchor-0034-base,34,-43.775577,-74.230311,71,SatAnchor-0071-base,71,-12.003409,70.806399,12874.165,10000000,0
4117,34,SatAnchor-0034-base,34,-43.775577,-74.230311,72,SatAnchor-0072-base,72,-0.079355,115.972692,15034.524,10000000,0
4118,34,SatAnchor-0034-base,34,-43.775577,-74.230311,73,SatAnchor-0073-base,73,23.46706,135.141604,16513.143,10000000,0
4119,34,SatAnchor-0034-base,34,-43.775577,-74.230311,74,SatAnchor-0074-base,74,43.720669,162.180711,15575.347,10000000,0
4120,34,SatAnchor-0034-base,34,-43.775577,-74.230311,75,SatAnchor-0075-base,75,52.980825,-153.967449,13160.455,10000000,0
4121,34,SatAnchor-0034-base,34,-43.775577,-74.230311,76,SatAnchor-0076-base,76,43.720656,-110.115634,10360.453,10000000,0
4122,34,SatAnchor-0034-base,34,-43.775577,-74.230311,77,SatAnchor-0077-base,77,23.467053,-83.076533,7531.375,10000000,0
4123,34,SatAnchor-0034-base,34,-43.775577,-74.230311,78,SatAnchor-0078-base,78,-0.079359,-63.907628,4965.645,10000000,0
4124,34,SatAnchor-0034-base,34,-43.775577,-74.230311,79,SatAnchor-0079-base,79,-23.596866,-44.735116,3499.892,10000000,0
4125,34,SatAnchor-0034-base,34,-43.775577,-74.230311,80,SatAnchor-0080-base,80,-43.775567,-17.704655,4446.241,10000000,0
4126,34,SatAnchor-0034-base,34,-43.775577,-74.230311,81,SatAnchor-0081-base,81,-52.980825,26.032511,6854.629,10000000,0
4127,34,SatAnchor-0034-base,34,-43.775577,-74.230311,82,SatAnchor-0082-base,82,-43.775577,69.769693,9645.194,10000000,0
4128,34,SatAnchor-0034-base,34,-43.775577,-74.230311,83,SatAnchor-0083-base,83,-23.596885,96.800159,12467.862,10000000,0
4129,34,SatAnchor-0034-base,34,-43.775577,-74.230311,84,SatAnchor-0084-base,84,11.852077,161.137891,13669.764,10000000,0
4130,34,SatAnchor-0034-base,34,-43.775577,-74.230311,85,SatAnchor-0085-base,85,34.327797,-176.974436,13504.105,10000000,0
4131,34,SatAnchor-0034-base,34,-43.775577,-74.230311,86,SatAnchor-0086-base,86,50.456626,-141.993417,12350.600,10000000,0
4132,34,SatAnchor-0034-base,34,-43.775577,-74.230311,87,SatAnchor-0087-base,87,50.456619,-93.94152,10650.418,10000000,0
4133,34,SatAnchor-0034-base,34,-43.775577,-74.230311,88,SatAnchor-0088-base,88,34.327783,-58.960508,8821.460,10000000,0
4134,34,SatAnchor-0034-base,34,-43.775577,-74.230311,89,SatAnchor-0089-base,89,11.852076,-37.072863,7238.330,10000000,0
4135,34,SatAnchor-0034-base,34,-43.775577,-74.230311,90,SatAnchor-0090-base,90,-12.003416,-18.741351,6342.755,10000000,0
4136,34,SatAnchor-0034-base,34,-43.775577,-74.230311,91,SatAnchor-0091-base,91,-34.423908,3.149752,6514.360,10000000,0
4137,34,SatAnchor-0034-base,34,-43.775577,-74.230311,92,SatAnchor-0092-base,92,-50.473315,38.082983,7667.063,10000000,0
4138,34,SatAnchor-0034-base,34,-43.775577,-74.230311,93,SatAnchor-0093-base,93,-50.473322,85.982021,9361.541,10000000,0
4139,34,SatAnchor-0034-base,34,-43.775577,-74.230311,94,SatAnchor-0094-base,94,-34.423925,120.915249,11185.334,10000000,0
4140,34,SatAnchor-0034-base,34,-43.775577,-74.230311,95,SatAnchor-0095-base,95,-12.003409,142.806387,12768.301,10000000,0
4141,34,SatAnchor-0034-base,34,-43.775577,-74.230311,96,SatAnchor-0096-base,96,-0.079355,-172.027316,10626.494,10000000,0
4142,34,SatAnchor-0034-base,34,-43.775577,-74.230311,97,SatAnchor-0097-base,97,23.46706,-152.858404,10934.009,10000000,0
4143,34,SatAnchor-0034-base,34,-43.775577,-74.230311,98,SatAnchor-0098-base,98,43.720669,-125.819284,10992.195,10000000,0
4144,34,SatAnchor-0034-base,34,-43.775577,-74.230311,99,SatAnchor-0099-base,99,52.980825,-81.967447,10784.218,10000000,0
4145,34,SatAnchor-0034-base,34,-43.775577,-74.230311,100,SatAnchor-0100-base,100,43.720656,-38.115628,10368.288,10000000,0
4146,34,SatAnchor-0034-base,34,-43.775577,-74.230311,101,SatAnchor-0101-base,101,23.467053,-11.076534,9857.147,10000000,0
4147,34,SatAnchor-0034-base,34,-43.775577,-74.230311,102,SatAnchor-0102-base,102,-0.079359,8.092374,9385.893,10000000,0
4148,34,SatAnchor-0034-base,34,-43.775577,-74.230311,103,SatAnchor-0103-base,103,-23.596866,27.264886,9079.981,10000000,0
4149,34,SatAnchor-0034-base,34,-43.775577,-74.230311,104,SatAnchor-0104-base,104,-43.775567,54.295346,9023.154,10000000,0
4150,34,SatAnchor-0034-base,34,-43.775577,-74.230311,105,SatAnchor-0105-base,105,-52.980825,98.03251,9230.868,10000000,0
4151,34,SatAnchor-0034-base,34,-43.775577,-74.230311,106,SatAnchor-0106-base,106,-43.775577,141.769688,9645.194,10000000,0
4152,34,SatAnchor-0034-base,34,-43.775577,-74.230311,107,SatAnchor-0107-base,107,-23.596885,168.800161,10154.993,10000000,0
4153,34,SatAnchor-0034-base,34,-43.775577,-74.230311,108,SatAnchor-0108-base,108,11.852077,-126.862103,8154.285,10000000,0
4154,34,SatAnchor-0034-base,34,-43.775577,-74.230311,109,SatAnchor-0109-base,109,34.327797,-104.974441,9226.138,10000000,0
4155,34,SatAnchor-0034-base,34,-43.775577,-74.230311,110,SatAnchor-0110-base,110,50.456626,-69.993415,10486.169,10000000,0
4156,34,SatAnchor-0034-base,34,-43.775577,-74.230311,111,SatAnchor-0111-base,111,50.456619,-21.941518,11632.577,10000000,0
4157,34,SatAnchor-0034-base,34,-43.775577,-74.230311,112,SatAnchor-0112-base,112,34.327783,13.039492,12365.674,10000000,0
4158,34,SatAnchor-0034-base,34,-43.775577,-74.230311,113,SatAnchor-0113-base,113,11.852076,34.927139,12449.629,10000000,0
4159,34,SatAnchor-0034-base,34,-43.775577,-74.230311,114,SatAnchor-0114-base,114,-12.003416,53.258653,11855.182,10000000,0
4160,34,SatAnchor-0034-base,34,-43.775577,-74.230311,115,SatAnchor-0115-base,115,-34.423908,75.149751,10783.256,10000000,0
4161,34,SatAnchor-0034-base,34,-43.775577,-74.230311,116,SatAnchor-0116-base,116,-50.473315,110.082985,9526.773,10000000,0
4162,34,SatAnchor-0034-base,34,-43.775577,-74.230311,117,SatAnchor-0117-base,117,-50.473322,157.982016,8384.203,10000000,0
4163,34,SatAnchor-0034-base,34,-43.775577,-74.230311,118,SatAnchor-0118-base,118,-34.423925,-167.084746,7651.458,10000000,0
4164,34,SatAnchor-0034-base,34,-43.775577,-74.230311,119,SatAnchor-0119-base,119,-12.003409,-145.193607,7563.726,10000000,0
4165,35,SatAnchor-0035-base,35,-23.596885,-47.199848,0,SatAnchor-0000-base,0,-0.079355,-100.027314,6264.832,10000000,0
4166,35,SatAnchor-0035-base,35,-23.596885,-47.199848,1,SatAnchor-0001-base,1,23.46706,-80.858409,6371.311,10000000,0
4167,35,SatAnchor-0035-base,35,-23.596885,-47.199848,2,SatAnchor-0002-base,2,43.720669,-53.819288,7515.826,10000000,0
4168,35,SatAnchor-0035-base,35,-23.596885,-47.199848,3,SatAnchor-0003-base,3,52.980825,-9.967454,9243.260,10000000,0
4169,35,SatAnchor-0035-base,35,-23.596885,-47.199848,4,SatAnchor-0004-base,4,43.720656,33.884364,11121.904,10000000,0
4170,35,SatAnchor-0035-base,35,-23.596885,-47.199848,5,SatAnchor-0005-base,5,23.467053,60.923457,12775.232,10000000,0
4171,35,SatAnchor-0035-base,35,-23.596885,-47.199848,6,SatAnchor-0006-base,6,-0.079359,80.092369,13753.434,10000000,0
4172,35,SatAnchor-0035-base,35,-23.596885,-47.199848,7,SatAnchor-0007-base,7,-23.596866,99.264874,13639.828,10000000,0
4173,35,SatAnchor-0035-base,35,-23.596885,-47.199848,8,SatAnchor-0008-base,8,-43.775567,126.295334,12494.238,10000000,0
4174,35,SatAnchor-0035-base,35,-23.596885,-47.199848,9,SatAnchor-0009-base,9,-52.980825,170.032505,10771.828,10000000,0
4175,35,SatAnchor-0035-base,35,-23.596885,-47.199848,10,SatAnchor-0010-base,10,-43.775577,-146.23032,8899.244,10000000,0
4176,35,SatAnchor-0035-base,35,-23.596885,-47.199848,11,SatAnchor-0011-base,11,-23.596885,-119.199847,7247.890,10000000,0
4177,35,SatAnchor-0035-base,35,-23.596885,-47.199848,12,SatAnchor-0012-base,12,11.852077,-54.862098,4028.875,10000000,0
4178,35,SatAnchor-0035-base,35,-23.596885,-47.199848,13,SatAnchor-0013-base,13,34.327797,-32.974436,6613.954,10000000,0
4179,35,SatAnchor-0035-base,35,-23.596885,-47.199848,14,SatAnchor-0014-base,14,50.456626,2.00659,9545.330,10000000,0
4180,35,SatAnchor-0035-base,35,-23.596885,-47.199848,15,SatAnchor-0015-base,15,50.456619,50.058487,12507.475,10000000,0
4181,35,SatAnchor-0035-base,35,-23.596885,-47.199848,16,SatAnchor-0016-base,16,34.327783,85.039496,15262.835,10000000,0
4182,35,SatAnchor-0035-base,35,-23.596885,-47.199848,17,SatAnchor-0017-base,17,11.852076,106.927144,16987.110,10000000,0
4183,35,SatAnchor-0035-base,35,-23.596885,-47.199848,18,SatAnchor-0018-base,18,-12.003416,125.258662,15972.431,10000000,0
4184,35,SatAnchor-0035-base,35,-23.596885,-47.199848,19,SatAnchor-0019-base,19,-34.423908,147.149759,13387.829,10000000,0
4185,35,SatAnchor-0035-base,35,-23.596885,-47.199848,20,SatAnchor-0020-base,20,-50.473315,-177.917016,10464.661,10000000,0
4186,35,SatAnchor-0035-base,35,-23.596885,-47.199848,21,SatAnchor-0021-base,21,-50.473322,-130.017978,7512.603,10000000,0
4187,35,SatAnchor-0035-base,35,-23.596885,-47.199848,22,SatAnchor-0022-base,22,-34.423925,-95.084737,4763.918,10000000,0
4188,35,SatAnchor-0035-base,35,-23.596885,-47.199848,23,SatAnchor-0023-base,23,-12.003409,-73.193605,3031.341,10000000,0
4189,35,SatAnchor-0035-base,35,-23.596885,-47.199848,24,SatAnchor-0024-base,24,-0.079355,-28.027316,3334.772,10000000,0
4190,35,SatAnchor-0035-base,35,-23.596885,-47.199848,25,SatAnchor-0025-base,25,23.46706,-8.858404,6672.505,10000000,0
4191,35,SatAnchor-0035-base,35,-23.596885,-47.199848,26,SatAnchor-0026-base,26,43.720669,18.180712,10012.400,10000000,0
4192,35,SatAnchor-0035-base,35,-23.596885,-47.199848,27,SatAnchor-0027-base,27,52.980825,62.03255,13353.369,10000000,0
4193,35,SatAnchor-0035-base,35,-23.596885,-47.199848,28,SatAnchor-0028-base,28,43.720656,105.884366,16694.337,10000000,0
4194,35,SatAnchor-0035-base,35,-23.596885,-47.199848,29,SatAnchor-0029-base,29,23.467053,132.923459,19995.944,10000000,0
4195,35,SatAnchor-0035-base,35,-23.596885,-47.199848,30,SatAnchor-0030-base,30,-0.079359,152.092371,16658.211,10000000,0
4196,35,SatAnchor-0035-base,35,-23.596885,-47.199848,31,SatAnchor-0031-base,31,-23.596866,171.264876,13323.443,10000000,0
4197,35,SatAnchor-0035-base,35,-23.596885,-47.199848,32,SatAnchor-0032-base,32,-43.775567,-161.70466,9991.640,10000000,0
4198,35,SatAnchor-0035-base,35,-23.596885,-47.199848,33,SatAnchor-0033-base,33,-52.980825,-117.967489,6661.721,10000000,0
4199,35,SatAnchor-0035-base,35,-23.596885,-47.199848,34,SatAnchor-0034-base,34,-43.775577,-74.230311,3331.802,10000000,0
4200,35,SatAnchor-0035-base,35,-23.596885,-47.199848,36,SatAnchor-0036-base,36,11.852077,17.137904,8025.043,10000000,0
4201,35,SatAnchor-0035-base,35,-23.596885,-47.199848,37,SatAnchor-0037-base,37,34.327797,39.025566,11134.193,10000000,0
4202,35,SatAnchor-0035-base,35,-23.596885,-47.199848,38,SatAnchor-0038-base,38,50.456626,74.006595,14195.149,10000000,0
4203,35,SatAnchor-0035-base,35,-23.596885,-47.199848,39,SatAnchor-0039-base,39,50.456619,122.058486,16887.336,10000000,0
4204,35,SatAnchor-0035-base,35,-23.596885,-47.199848,40,SatAnchor-0040-base,40,34.327783,157.039504,17381.853,10000000,0
4205,35,SatAnchor-0035-base,35,-23.596885,-47.199848,41,SatAnchor-0041-base,41,11.852076,178.927146,14981.477,10000000,0
4206,35,SatAnchor-0035-base,35,-23.596885,-47.199848,42,SatAnchor-0042-base,42,-12.003416,-162.741346,11970.279,10000000,0
4207,35,SatAnchor-0035-base,35,-23.596885,-47.199848,43,SatAnchor-0043-base,43,-34.423908,-140.850235,8866.352,10000000,0
4208,35,SatAnchor-0035-base,35,-23.596885,-47.199848,44,SatAnchor-0044-base,44,-50.473315,-105.917007,5814.846,10000000,0
4209,35,SatAnchor-0035-base,35,-23.596885,-47.199848,45,SatAnchor-0045-base,45,-50.473322,-58.01797,3131.447,10000000,0
4210,35,SatAnchor-0035-base,35,-23.596885,-47.199848,46,SatAnchor-0046-base,46,-34.423925,-23.084735,2626.340,10000000,0
4211,35,SatAnchor-0035-base,35,-23.596885,-47.199848,47,SatAnchor-0047-base,47,-12.003409,-1.193603,5015.216,10000000,0
4212,35,SatAnchor-0035-base,35,-23.596885,-47.199848,48,SatAnchor-0048-base,48,-0.079355,43.972686,10123.487,10000000,0
4213,35,SatAnchor-0035-base,35,-23.596885,-47.199848,49,SatAnchor-0049-base,49,23.46706,63.141595,12992.786,10000000,0
4214,35,SatAnchor-0035-base,35,-23.596885,-47.199848,50,SatAnchor-0050-base,50,43.720669,90.180716,15547.260,10000000,0
4215,35,SatAnchor-0035-base,35,-23.596885,-47.199848,51,SatAnchor-0051-base,51,52.980825,134.032545,16746.085,10000000,0
4216,35,SatAnchor-0035-base,35,-23.596885,-47.199848,52,SatAnchor-0052-base,52,43.720656,177.884368,15355.749,10000000,0
4217,35,SatAnchor-0035-base,35,-23.596885,-47.199848,53,SatAnchor-0053-base,53,23.467053,-155.076535,12751.085,10000000,0
4218,35,SatAnchor-0035-base,35,-23.596885,-47.199848,54,SatAnchor-0054-base,54,-0.079359,-135.907637,9872.339,10000000,0
4219,35,SatAnchor-0035-base,35,-23.596885,-47.199848,55,SatAnchor-0055-base,55,-23.596866,-116.735118,7006.317,10000000,0
4220,35,SatAnchor-0035-base,35,-23.596885,-47.199848,56,SatAnchor-0056-base,56,-43.775567,-89.704658,4460.656,10000000,0
4221,35,SatAnchor-0035-base,35,-23.596885,-47.199848,57,SatAnchor-0057-base,57,-52.980825,-45.967491,3269.002,10000000,0
4222,35,SatAnchor-0035-base,35,-23.596885,-47.199848,58,SatAnchor-0058-base,58,-43.775577,-2.230311,4651.842,10000000,0
4223,35,SatAnchor-0035-base,35,-23.596885,-47.199848,59,SatAnchor-0059-base,59,-23.596885,24.800156,7247.891,10000000,0
4224,35,SatAnchor-0035-base,35,-23.596885,-47.199848,60,SatAnchor-0060-base,60,11.852077,89.137903,15230.548,10000000,0
4225,35,SatAnchor-0035-base,35,-23.596885,-47.199848,61,SatAnchor-0061-base,61,34.327797,111.025572,17591.574,10000000,0
4226,35,SatAnchor-0035-base,35,-23.596885,-47.199848,62,SatAnchor-0062-base,62,50.456626,146.006591,16817.686,10000000,0
4227,35,SatAnchor-0035-base,35,-23.596885,-47.199848,63,SatAnchor-0063-base,63,50.456619,-165.941509,14021.988,10000000,0
4228,35,SatAnchor-0035-base,35,-23.596885,-47.199848,64,SatAnchor-0064-base,64,34.327783,-130.960504,10924.896,10000000,0
4229,35,SatAnchor-0035-base,35,-23.596885,-47.199848,65,SatAnchor-0065-base,65,11.852076,-109.072848,7793.384,10000000,0
4230,35,SatAnchor-0035-base,35,-23.596885,-47.199848,66,SatAnchor-0066-base,66,-12.003416,-90.741338,4766.066,10000000,0
4231,35,SatAnchor-0035-base,35,-23.596885,-47.199848,67,SatAnchor-0067-base,67,-34.423908,-68.85024,2417.425,10000000,0
4232,35,SatAnchor-0035-base,35,-23.596885,-47.199848,68,SatAnchor-0068-base,68,-50.473315,-33.917005,3201.430,10000000,0
4233,35,SatAnchor-0035-base,35,-23.596885,-47.199848,69,SatAnchor-0069-base,69,-50.473322,13.982031,5987.913,10000000,0
4234,35,SatAnchor-0035-base,35,-23.596885,-47.199848,70,SatAnchor-0070-base,70,-34.423925,48.915267,9075.522,10000000,0
4235,35,SatAnchor-0035-base,35,-23.596885,-47.199848,71,SatAnchor-0071-base,71,-12.003409,70.806399,12201.811,10000000,0
4236,35,SatAnchor-0035-base,35,-23.596885,-47.199848,72,SatAnchor-0072-base,72,-0.079355,115.972692,16816.428,10000000,0
4237,35,SatAnchor-0035-base,35,-23.596885,-47.199848,73,SatAnchor-0073-base,73,23.46706,135.141604,19775.948,10000000,0
4238,35,SatAnchor-0035-base,35,-23.596885,-47.199848,74,SatAnchor-0074-base,74,43.720669,162.180711,16526.227,10000000,0
4239,35,SatAnchor-0035-base,35,-23.596885,-47.199848,75,SatAnchor-0075-base,75,52.980825,-153.967449,13188.386,10000000,0
4240,35,SatAnchor-0035-base,35,-23.596885,-47.199848,76,SatAnchor-0076-base,76,43.720656,-110.115634,9849.047,10000000,0
4241,35,SatAnchor-0035-base,35,-23.596885,-47.199848,77,SatAnchor-0077-base,77,23.467053,-83.076533,6510.829,10000000,0
4242,35,SatAnchor-0035-base,35,-23.596885,-47.199848,78,SatAnchor-0078-base,78,-0.079359,-63.907628,3176.599,10000000,0
4243,35,SatAnchor-0035-base,35,-23.596885,-47.199848,79,SatAnchor-0079-base,79,-23.596866,-44.735116,251.146,10000000,0
4244,35,SatAnchor-0035-base,35,-23.596885,-47.199848,80,SatAnchor-0080-base,80,-43.775567,-17.704655,3499.889,10000000,0
4245,35,SatAnchor-0035-base,35,-23.596885,-47.199848,81,SatAnchor-0081-base,81,-52.980825,26.032511,6826.698,10000000,0
4246,35,SatAnchor-0035-base,35,-23.596885,-47.199848,82,SatAnchor-0082-base,82,-43.775577,69.769693,10154.993,10000000,0
4247,35,SatAnchor-0035-base,35,-23.596885,-47.199848,83,SatAnchor-0083-base,83,-23.596885,96.800159,13485.127,10000000,0
4248,35,SatAnchor-0035-base,35,-23.596885,-47.199848,84,SatAnchor-0084-base,84,11.852077,161.137891,16750.842,10000000,0
4249,35,SatAnchor-0035-base,35,-23.596885,-47.199848,85,SatAnchor-0085-base,85,34.327797,-176.974436,15036.525,10000000,0
4250,35,SatAnchor-0035-base,35,-23.596885,-47.199848,86,SatAnchor-0086-base,86,50.456626,-141.993417,12336.323,10000000,0
4251,35,SatAnchor-0035-base,35,-23.596885,-47.199848,87,SatAnchor-0087-base,87,50.456619,-93.94152,9426.157,10000000,0
4252,35,SatAnchor-0035-base,35,-23.596885,-47.199848,88,SatAnchor-0088-base,88,34.327783,-58.960508,6559.689,10000000,0
4253,35,SatAnchor-0035-base,35,-23.596885,-47.199848,89,SatAnchor-0089-base,89,11.852076,-37.072863,4092.732,10000000,0
4254,35,SatAnchor-0035-base,35,-23.596885,-47.199848,90,SatAnchor-0090-base,90,-12.003416,-18.741351,3268.197,10000000,0
4255,35,SatAnchor-0035-base,35,-23.596885,-47.199848,91,SatAnchor-0091-base,91,-34.423908,3.149752,4989.962,10000000,0
4256,35,SatAnchor-0035-base,35,-23.596885,-47.199848,92,SatAnchor-0092-base,92,-50.473315,38.082983,7683.661,10000000,0
4257,35,SatAnchor-0035-base,35,-23.596885,-47.199848,93,SatAnchor-0093-base,93,-50.473322,85.982021,10583.923,10000000,0
4258,35,SatAnchor-0035-base,35,-23.596885,-47.199848,94,SatAnchor-0094-base,94,-34.423925,120.915249,13442.471,10000000,0
4259,35,SatAnchor-0035-base,35,-23.596885,-47.199848,95,SatAnchor-0095-base,95,-12.003409,142.806387,15909.646,10000000,0
4260,35,SatAnchor-0035-base,35,-23.596885,-47.199848,96,SatAnchor-0096-base,96,-0.079355,-172.027316,13512.427,10000000,0
